,0,1,2
0,27.554250717163086,8.053839683532715,5.0
1,16.050127029418945,-31.89613151550293,0.0
2,-20.225496292114258,-46.68840789794922,4.0
3,-39.08938980102539,21.219390869140625,1.0
4,-33.74653625488281,-16.77906608581543,9.0
5,-3.229405641555786,-15.12527847290039,2.0
6,-1.710234522819519,47.866615295410156,1.0
7,12.663671493530273,31.445222854614258,3.0
8,-6.7711181640625,47.58042526245117,1.0
9,-41.94989776611328,-33.56871032714844,4.0
10,20.47281265258789,30.71830177307129,3.0
11,20.249927520751953,-9.00373649597168,5.0
12,28.9083194732666,42.33952331542969,3.0
13,44.11825942993164,-12.197897911071777,6.0
14,-14.389026641845703,51.62596130371094,1.0
15,-39.30681228637695,2.4897377490997314,7.0
16,8.776193618774414,-11.185281753540039,2.0
17,-16.415494918823242,25.16762351989746,8.0
18,45.688106536865234,0.7864509224891663,6.0
19,-40.384559631347656,-5.25512170791626,9.0
20,-6.668519496917725,-43.17769241333008,4.0
21,11.547905921936035,-33.91446304321289,0.0
22,-41.212669372558594,-9.528807640075684,9.0
23,-39.23979949951172,21.175134658813477,1.0
24,-7.454931735992432,35.911170959472656,1.0
25,6.48065185546875,6.29467248916626,2.0
26,-26.5655517578125,-32.90150833129883,4.0
27,17.133737564086914,34.482208251953125,3.0
28,-7.098817825317383,6.8779754638671875,2.0
29,-43.93886184692383,7.752202033996582,7.0
30,35.97211837768555,40.57484436035156,3.0
31,-19.093957901000977,24.603450775146484,8.0
32,52.06666946411133,-3.917489528656006,6.0
33,-41.56574249267578,-3.5203402042388916,9.0
34,16.79735565185547,-21.867042541503906,0.0
35,23.685222625732422,-6.465909957885742,5.0
36,45.0615348815918,-4.9228434562683105,6.0
37,15.89403247833252,-23.702463150024414,0.0
38,-12.544092178344727,6.160000801086426,7.0
39,42.99818420410156,-9.417987823486328,6.0
40,-16.683603286743164,38.253639221191406,1.0
41,-7.608842372894287,26.372535705566406,8.0
42,-16.74062728881836,6.041939735412598,7.0
43,-38.241275787353516,-5.831668853759766,9.0
44,11.82404613494873,46.380699157714844,3.0
45,-32.81993103027344,-16.096450805664062,9.0
46,-1.5739637613296509,19.741926193237305,8.0
47,18.729145050048828,-0.28572019934654236,5.0
48,4.886773586273193,34.379146575927734,9.0
49,14.459284782409668,34.531375885009766,3.0
50,31.174924850463867,28.721466064453125,3.0
51,22.756166458129883,-38.559146881103516,0.0
52,-23.713977813720703,-1.2769967317581177,7.0
53,-36.606510162353516,-26.0776309967041,4.0
54,-30.650680541992188,-15.29312801361084,9.0
55,-8.923823356628418,19.834285736083984,8.0
56,29.048940658569336,-38.00780487060547,0.0
57,-42.14685821533203,-9.762837409973145,9.0
58,-15.34233283996582,-38.325660705566406,4.0
59,-42.33860397338867,25.453231811523438,1.0
60,-5.208346843719482,-46.895912170410156,4.0
61,-41.78142547607422,-27.99381446838379,4.0
62,42.76553726196289,0.4870750606060028,6.0
63,12.05871295928955,-32.82652282714844,0.0
64,-20.969280242919922,-50.810787200927734,4.0
65,19.575115203857422,-9.064542770385742,5.0
66,42.291297912597656,-4.004068851470947,6.0
67,-32.246429443359375,42.39397430419922,1.0
68,29.835973739624023,-45.09941101074219,0.0
69,25.189008712768555,-22.278661727905273,0.0
70,-5.568179130554199,36.42308807373047,1.0
71,-42.39692687988281,4.483513832092285,7.0
72,-19.573123931884766,49.17225646972656,1.0
73,44.457427978515625,-8.765077590942383,6.0
74,22.481821060180664,38.164024353027344,3.0
75,18.946727752685547,-23.934030532836914,0.0
76,-0.6404272317886353,4.547799110412598,2.0
77,-32.72163009643555,25.74816131591797,1.0
78,-36.65786361694336,30.488317489624023,1.0
79,-43.15229797363281,7.237548828125,7.0
80,28.75787925720215,-25.52678680419922,9.0
81,19.159229278564453,-24.19743537902832,0.0
82,11.637208938598633,-12.135005950927734,2.0
83,43.575279235839844,-11.667062759399414,6.0
84,-19.770591735839844,3.528576612472534,7.0
85,-7.257035255432129,27.14779281616211,8.0
86,32.82498550415039,39.510108947753906,3.0
87,-43.355342864990234,-13.355247497558594,9.0
88,30.22555160522461,-34.657386779785156,0.0
89,-41.76941680908203,-36.52363586425781,4.0
90,41.7351188659668,-12.209634780883789,6.0
91,-41.71177673339844,3.441009759902954,7.0
92,-17.103416442871094,-41.90332794189453,4.0
93,43.04323196411133,-5.440951824188232,6.0
94,-9.769062042236328,24.07151222229004,8.0
95,20.76224136352539,-22.97386360168457,0.0
96,-25.883150100708008,9.380475997924805,7.0
97,-12.241414070129395,23.33403968811035,8.0
98,21.873783111572266,38.34689712524414,3.0
99,-30.16161346435547,23.492883682250977,1.0
100,16.95136833190918,8.647148132324219,5.0
101,-30.10335922241211,-4.255289554595947,7.0
102,-16.543132781982422,50.20987319946289,1.0
103,-32.07170867919922,1.9782205820083618,7.0
104,-2.385761022567749,52.805633544921875,1.0
105,-35.18507385253906,29.999401092529297,1.0
106,46.76372146606445,1.315595269203186,6.0
107,19.93781852722168,26.490936279296875,3.0
108,29.23776626586914,-45.96958541870117,0.0
109,-6.017417907714844,-4.688626766204834,2.0
110,-9.098511695861816,-22.696937561035156,9.0
111,21.635141372680664,47.381465911865234,3.0
112,-14.084626197814941,39.17102813720703,1.0
113,-41.70319366455078,31.055917739868164,1.0
114,14.93415641784668,-44.544822692871094,0.0
115,-39.20515441894531,-36.56089401245117,4.0
116,-20.086030960083008,-21.201047897338867,9.0
117,8.63794231414795,4.409312725067139,2.0
118,24.698612213134766,-29.705177307128906,0.0
119,10.538578033447266,-34.019004821777344,0.0
120,-8.269414901733398,5.217148303985596,2.0
121,23.26787567138672,-44.98512649536133,0.0
122,3.4583351612091064,0.1121382936835289,2.0
123,-38.7290153503418,5.805107116699219,7.0
124,-23.688621520996094,49.25407028198242,1.0
125,-7.078904151916504,27.13887596130371,8.0
126,48.140804290771484,3.713016986846924,6.0
127,-43.10371780395508,-34.214805603027344,4.0
128,-21.749908447265625,40.9288330078125,1.0
129,40.220428466796875,-4.5085768699646,6.0
130,14.120125770568848,40.793880462646484,3.0
131,-43.30924606323242,-32.551658630371094,4.0
132,25.75214385986328,20.350465774536133,5.0
133,-31.389997482299805,-9.49920654296875,9.0
134,1.7574816942214966,52.222007751464844,1.0
135,15.496624946594238,27.056249618530273,3.0
136,30.172054290771484,41.736602783203125,3.0
137,-12.024996757507324,28.637685775756836,8.0
138,33.436065673828125,9.900040626525879,5.0
139,-38.47334289550781,-31.026214599609375,4.0
140,-21.385940551757812,11.454558372497559,7.0
141,-43.496742248535156,7.365607738494873,7.0
142,-29.580049514770508,-33.62303161621094,4.0
143,-5.844144821166992,-1.4968863725662231,2.0
144,3.4667232036590576,18.660560607910156,8.0
145,18.930892944335938,-6.178215026855469,5.0
146,-12.336518287658691,24.79915428161621,8.0
147,46.98337173461914,-6.607666492462158,6.0
148,-21.644376754760742,13.37062931060791,7.0
149,22.882266998291016,43.48579788208008,3.0
150,-24.759382247924805,-28.275840759277344,4.0
151,42.152587890625,-9.212516784667969,6.0
152,-25.00518035888672,45.03266525268555,1.0
153,-40.033687591552734,-7.007032871246338,9.0
154,-19.913318634033203,-10.47747802734375,9.0
155,37.419498443603516,-6.658111095428467,6.0
156,16.834882736206055,-43.82050323486328,0.0
157,15.077807426452637,27.00430679321289,3.0
158,-10.758642196655273,-10.540106773376465,7.0
159,8.887465476989746,4.604554653167725,2.0
160,1.129263997077942,20.01656723022461,8.0
161,7.195922374725342,6.321585178375244,2.0
162,-20.37472152709961,-18.766481399536133,9.0
163,-41.76764678955078,-27.70380973815918,4.0
164,-10.48092269897461,-43.572837829589844,4.0
165,40.48115158081055,-6.763432502746582,6.0
166,-34.961612701416016,-32.50413513183594,4.0
167,-39.53093338012695,-13.456857681274414,9.0
168,-25.033815383911133,12.940825462341309,7.0
169,20.707439422607422,-22.555694580078125,0.0
170,-17.201770782470703,-19.199539184570312,9.0
171,8.780049324035645,4.504222393035889,2.0
172,-22.643163681030273,-6.150002956390381,9.0
173,21.10759735107422,-8.893411636352539,5.0
174,-16.747468948364258,35.06680679321289,1.0
175,21.328847885131836,-5.176485538482666,5.0
176,-19.768789291381836,-16.121192932128906,9.0
177,-31.12790870666504,27.85529327392578,1.0
178,9.72132682800293,-21.38738441467285,2.0
179,10.497060775756836,30.64998435974121,3.0
180,-3.539109468460083,7.4186530113220215,2.0
181,10.5526123046875,29.87202262878418,3.0
182,36.952720642089844,13.399967193603516,5.0
183,-39.48550033569336,-15.559743881225586,9.0
184,-5.468173027038574,51.990726470947266,1.0
185,-41.677494049072266,3.4687421321868896,7.0
186,52.00362777709961,-17.209829330444336,6.0
187,-0.7474703192710876,0.7111735343933105,2.0
188,-0.044806741178035736,15.866537094116211,8.0
189,-4.1938090324401855,-2.163161277770996,2.0
190,0.34725221991539,-0.7593928575515747,2.0
191,18.767776489257812,-6.4216790199279785,5.0
192,23.871240615844727,-26.7817440032959,0.0
193,-41.686859130859375,3.4243574142456055,7.0
194,-19.540470123291016,-42.92402648925781,4.0
195,-42.125545501708984,-6.7664055824279785,9.0
196,-14.120162963867188,-8.103955268859863,7.0
197,-15.83224868774414,25.889169692993164,8.0
198,30.28021812438965,35.165679931640625,3.0
199,-5.902716636657715,-12.386035919189453,2.0
200,-4.466649532318115,51.858951568603516,1.0
201,-40.397621154785156,21.072978973388672,1.0
202,-8.841227531433105,27.02733612060547,8.0
203,10.666546821594238,29.984508514404297,3.0
204,50.33921813964844,-6.60664176940918,6.0
205,-43.99909591674805,27.912864685058594,1.0
206,23.54400062561035,-41.577880859375,0.0
207,12.38371467590332,24.295917510986328,3.0
208,-23.34591293334961,37.87979507446289,1.0
209,28.66977310180664,-43.990726470947266,0.0
210,30.206443786621094,-30.430843353271484,0.0
211,-24.174943923950195,37.94002151489258,1.0
212,-4.240833282470703,38.59409713745117,7.0
213,0.4259634017944336,-13.049029350280762,2.0
214,-16.46318817138672,-4.0157790184021,7.0
215,19.90644645690918,26.837932586669922,3.0
216,30.017221450805664,-24.069557189941406,0.0
217,-23.59272575378418,-38.086273193359375,4.0
218,52.28481674194336,-14.107550621032715,6.0
219,27.29674530029297,2.0055246353149414,5.0
220,5.15711784362793,8.857154846191406,2.0
221,41.437191009521484,-18.09295082092285,6.0
222,-6.914023399353027,-47.04051208496094,4.0
223,-33.240264892578125,1.0095515251159668,7.0
224,-28.71424102783203,13.643202781677246,1.0
225,-17.632230758666992,27.57053565979004,8.0
226,-14.147430419921875,-18.888063430786133,9.0
227,-33.460601806640625,-9.348905563354492,9.0
228,14.904025077819824,13.720623970031738,3.0
