0,1,2
-48.03374481201172,-3.8107211589813232,0.0
-33.76356887817383,-5.46885347366333,0.0
-37.1976432800293,9.975810050964355,0.0
-35.619075775146484,4.28604793548584,0.0
-38.48418045043945,-1.4383482933044434,0.0
-41.67073822021485,-3.772991180419922,0.0
-39.59396743774414,10.321675300598145,0.0
-35.290706634521484,13.785238265991213,0.0
-28.97775840759277,7.143370151519775,0.0
-46.53845596313477,2.2953288555145264,0.0
-53.7441291809082,5.911072731018066,0.0
-38.00830841064453,-7.381004810333253,0.0
-42.1165885925293,12.028183937072756,0.0
-46.2315673828125,-0.5657437443733215,0.0
-36.934974670410156,9.835663795471193,0.0
-40.43072891235352,-4.072474956512451,0.0
-35.361778259277344,-4.643201351165772,0.0
-33.26847076416016,7.409101486206055,0.0
-33.4520263671875,13.398446083068848,0.0
-53.68651580810547,-3.6383244991302486,0.0
-47.6401252746582,10.552258491516113,0.0
-47.62191390991211,-2.8922758102416988,0.0
-48.17229080200195,-7.5214905738830575,0.0
-47.21238327026367,0.937079131603241,0.0
-31.746625900268555,7.337930679321289,0.0
-39.93733215332031,9.376070976257324,0.0
-50.3744010925293,1.1833440065383911,0.0
-43.24221801757813,8.393976211547853,0.0
-51.94365310668945,-0.06698545068502426,0.0
-53.61439514160156,1.9718540906906128,0.0
-35.82883834838867,17.004539489746097,0.0
-46.51605606079102,-8.378443717956543,0.0
-40.433101654052734,16.419710159301758,0.0
-51.52621841430664,4.142821311950684,0.0
-41.82255172729492,-4.153595924377441,0.0
-48.75551986694336,0.66633141040802,0.0
-38.22681427001953,3.323399543762207,0.0
-32.16943359375,2.482208728790283,0.0
-51.63217163085938,-2.260839939117432,0.0
-52.59798049926758,-0.3787854313850403,0.0
-39.99758529663086,7.270124912261963,0.0
-44.352272033691406,-10.013873100280762,0.0
-33.124954223632805,2.812756299972534,0.0
-32.370635986328125,7.123454570770264,0.0
-34.937042236328125,1.0039596557617188,0.0
-52.12776565551758,-0.9766855835914612,0.0
-33.93772125244141,-1.1497845649719238,0.0
-48.98582458496094,-0.6764881014823914,0.0
-35.69491195678711,-7.638249397277832,0.0
-51.55804061889648,-4.887031555175781,0.0
-41.66960144042969,-1.4639030694961548,0.0
-38.77508163452149,11.161442756652832,0.0
-31.345277786254886,-4.482269763946533,0.0
-53.20484161376953,3.2261343002319336,0.0
-45.0029182434082,13.21349048614502,0.0
-38.81193161010742,-4.021921634674071,0.0
-35.854190826416016,7.279319763183594,0.0
-40.401023864746094,8.865459442138672,0.0
-39.22335433959961,16.078723907470707,0.0
-29.75545310974121,6.959708213806152,0.0
-53.47804260253906,-2.0684633255004883,0.0
-38.19880676269531,-0.564379096031189,0.0
-43.74494934082031,-5.607626914978027,0.0
-39.797306060791016,8.307656288146973,0.0
-40.80182647705078,5.004044055938722,0.0
-36.48179626464844,6.985720634460449,0.0
-41.60443878173828,7.282963752746582,0.0
-30.984285354614254,8.824640274047852,0.0
-36.69367980957031,-8.313782691955566,0.0
-33.287158966064446,9.32865047454834,0.0
-51.23058319091797,11.614550590515135,0.0
-37.90087127685547,11.069341659545898,0.0
-46.73110961914063,2.9414660930633545,0.0
-32.920223236083984,-5.19708251953125,0.0
-33.05442047119141,11.38405704498291,0.0
-43.673641204833984,9.91668701171875,0.0
-39.547401428222656,10.250722885131836,0.0
-47.11868667602539,6.86496639251709,0.0
-50.46564102172852,7.572554111480713,0.0
-50.05558395385742,-7.739354610443115,0.0
-47.73079299926758,12.017616271972654,0.0
-41.170223236083984,10.00727653503418,0.0
-52.519798278808594,14.133082389831545,0.0
-38.51205062866211,8.697349548339844,0.0
-39.83060836791992,2.1481878757476807,0.0
-43.565574645996094,-7.096191883087157,0.0
-41.93355178833008,16.695310592651367,0.0
-40.17962265014648,6.168292045593263,0.0
-31.29624938964844,3.1608996391296387,0.0
-28.872358322143555,9.729662895202637,0.0
-50.61251831054688,1.3602311611175537,0.0
-37.69244384765625,-2.1157937049865723,0.0
-49.34697723388672,1.9046026468276975,0.0
-32.629966735839844,7.425227165222168,0.0
-37.53377914428711,9.881340026855467,0.0
-42.90160369873047,1.5785666704177856,0.0
-45.16297149658203,-3.2064208984375,0.0
-52.08647537231445,3.47530198097229,0.0
-49.80611801147461,-9.848185539245604,0.0
-47.13079833984375,8.041709899902344,0.0
-52.256690979003906,0.03930000960826874,0.0
-48.65314865112305,0.5556157827377319,0.0
-34.040771484375,0.35705041885375977,0.0
-40.745887756347656,5.835587978363037,0.0
-51.68206405639648,4.467423439025879,0.0
-33.992172241210945,4.927552700042725,0.0
-55.74594116210938,0.19294893741607666,0.0
-50.88056945800781,3.25981068611145,0.0
-37.1457405090332,6.2391557693481445,0.0
-45.836181640625,14.159934997558596,0.0
-39.4952507019043,16.244255065917972,0.0
-33.55133056640625,6.961409091949463,0.0
-36.79450988769531,14.092245101928713,0.0
-40.11884307861328,-1.1156240701675415,0.0
-46.37691879272461,11.665125846862793,0.0
-39.44253540039063,15.734841346740724,0.0
-40.066078186035156,16.83852195739746,0.0
-45.61634063720703,6.274647235870361,0.0
-43.83954620361328,12.929971694946287,0.0
30.63115882873535,-25.68502998352051,0.0
-50.50878143310547,3.2895617485046387,0.0
-55.50324249267578,-0.8015414476394653,0.0
-49.37284469604492,15.79644775390625,0.0
-39.14568328857422,2.052020788192749,0.0
-40.78147888183594,10.422953605651855,0.0
-42.41962814331055,0.6605534553527832,0.0
-36.80066680908203,-6.029642105102539,0.0
-34.153865814208984,2.9793801307678223,0.0
-42.63321304321289,-9.517541885375977,0.0
-32.131332397460945,9.284423828125,0.0
-49.60196304321289,1.8774871826171875,0.0
35.44587707519531,-32.16245651245117,0.0
-46.03353118896485,10.816732406616213,0.0
-47.36991882324219,18.53791618347168,0.0
-51.35372924804688,8.812743186950684,0.0
-42.33832931518555,-4.405964374542236,0.0
-36.178306579589844,16.491601943969727,0.0
-47.78940963745117,-5.804544925689697,0.0
-37.59203338623047,4.977906703948975,0.0
-36.23766708374024,-2.217315912246704,0.0
-45.550743103027344,-13.315329551696776,0.0
-47.703857421875,-0.7345646023750305,0.0
-48.55012893676758,15.74916934967041,0.0
-45.675575256347656,-10.617602348327637,0.0
-34.366409301757805,0.9121450185775756,0.0
-40.645355224609375,16.36842918395996,0.0
-42.79288101196289,12.188650131225586,0.0
-42.48937606811523,2.7039968967437744,0.0
-46.24295425415039,-3.1240630149841313,0.0
-37.01483917236328,-0.3355586528778076,0.0
-49.93890380859375,-6.610807418823242,0.0
-44.72809219360352,0.8284103870391846,0.0
-35.55366897583008,-2.7386839389801025,0.0
-31.89061546325684,12.37757396697998,0.0
-44.40032196044922,1.0308139324188232,0.0
-36.90240478515625,3.372275829315185,0.0
-50.49488067626953,17.12153434753418,0.0
-47.17683410644531,-5.288320064544678,0.0
-52.22665786743164,14.770896911621096,0.0
-33.045608520507805,3.20343279838562,0.0
-40.59394836425781,2.7856192588806152,0.0
-47.56110382080078,3.9653282165527344,0.0
-43.89931869506836,6.472381591796875,0.0
-45.09306716918945,15.962453842163086,0.0
-30.80276298522949,-1.3354531526565552,0.0
-40.42238235473633,6.557079792022705,0.0
-35.61630249023437,-0.3077884614467621,0.0
-31.50078201293945,11.697784423828125,0.0
-51.74967956542969,14.171643257141113,0.0
-38.98341751098633,7.218856334686278,0.0
-32.21476364135742,-2.6860196590423584,0.0
-36.59435653686523,16.845453262329098,0.0
-41.29183578491211,10.438518524169922,0.0
-37.31371307373047,16.00920295715332,0.0
-49.7904167175293,-11.020676612854004,0.0
-52.03863906860352,10.408251762390137,0.0
-53.68207168579102,2.839900255203247,0.0
-41.8785285949707,16.359838485717773,0.0
-36.56052780151367,15.633926391601562,0.0
-49.51835632324219,9.222054481506348,0.0
-43.61964416503906,6.472017288208008,0.0
-41.91920852661133,9.346442222595217,0.0
-40.99010848999024,8.464111328125,0.0
-54.33838272094727,-0.4113722443580627,0.0
-51.8003044128418,-5.358413219451903,0.0
-55.14926147460938,0.5925228595733643,0.0
-39.65001678466797,16.044084548950195,0.0
-45.63395309448242,-12.08743381500244,0.0
-41.06100463867188,8.360593795776367,0.0
-42.83976364135742,1.5663213729858398,0.0
-40.76492691040039,14.847698211669922,0.0
-52.39527893066406,-0.2122172713279724,0.0
-46.143516540527344,10.575641632080078,0.0
-37.72419357299805,-5.412971496582031,0.0
-51.51343154907226,3.4018328189849854,0.0
-49.21937942504883,2.4690184593200684,0.0
-33.79583740234375,13.196693420410154,0.0
-35.33700180053711,0.22841812670230865,0.0
-52.5353012084961,17.258552551269528,0.0
-45.51356506347656,-9.667291641235352,0.0
-51.96711349487305,-3.699933052062988,0.0
-35.23974227905273,-7.535872459411621,0.0
-48.00546264648438,12.44747257232666,0.0
-39.30839538574219,2.6217989921569824,0.0
-50.75357437133789,-0.5144708156585693,0.0
-51.02753448486328,8.080474853515625,0.0
-33.561805725097656,14.55819320678711,0.0
-34.977542877197266,4.220395565032959,0.0
-48.20355606079102,12.518607139587402,0.0
-35.78823471069336,5.820224285125732,0.0
-15.463584899902346,43.22459411621094,0.0
-43.85354614257813,1.9263298511505127,0.0
-43.51089477539063,0.011099791154265405,0.0
-38.64653778076172,14.947742462158205,0.0
-29.33575439453125,6.457900524139403,0.0
-38.08961486816406,12.49790096282959,0.0
-37.1400260925293,2.544856548309326,0.0
-37.092079162597656,17.343338012695312,0.0
-42.016937255859375,-10.450651168823242,0.0
-37.13500213623047,-4.713947772979736,0.0
-42.17378234863281,-2.1834490299224854,0.0
-34.61825942993164,10.329751968383787,0.0
-32.058853149414055,12.266134262084961,0.0
-54.14457321166992,-0.8018972277641296,0.0
-50.01031112670898,-3.823851346969605,0.0
-50.53944396972656,2.5868022441864014,0.0
-46.39542007446289,-10.523728370666504,0.0
-39.73196411132813,14.99016284942627,0.0
-45.36611557006836,3.9205107688903813,0.0
-41.889625549316406,-3.8836972713470463,0.0
-35.42771530151367,8.065534591674805,0.0
-52.93975448608398,1.6708457469940186,0.0
-45.97060012817383,-14.063024520874025,0.0
-41.70294952392578,13.200632095336914,0.0
-36.538330078125,6.99002742767334,0.0
-51.88858032226562,-1.1144510507583618,0.0
42.83720779418945,-32.857666015625,0.0
-38.35603713989258,10.948578834533693,0.0
-50.4913215637207,-10.368465423583984,0.0
-48.739479064941406,-3.3931562900543213,0.0
-46.37498474121094,-6.170989036560059,0.0
-51.60356903076172,8.216680526733397,0.0
-56.3617057800293,-0.568905770778656,0.0
-43.59664535522461,-5.746571063995361,0.0
-33.17609024047852,4.499522686004639,0.0
-51.96605682373047,5.776111125946045,0.0
-39.24867630004883,1.5583209991455078,0.0
-40.996986389160156,12.01355266571045,0.0
-32.583892822265625,6.95385217666626,0.0
-45.96162414550781,-4.823144912719727,0.0
-43.670352935791016,16.871246337890625,0.0
-49.22492218017578,-6.172600746154785,0.0
-39.31701278686523,6.5982770919799805,0.0
-47.48805618286133,10.60045051574707,0.0
-10.317708015441896,4.522926330566406,0.0
-39.28240966796875,8.191098213195799,0.0
-47.84070205688477,11.304184913635256,0.0
-52.3911247253418,-7.467252254486084,0.0
-46.491600036621094,-6.31646728515625,0.0
-54.07678604125977,-2.635773181915283,0.0
-52.00505447387695,-4.04400110244751,0.0
-42.37681198120117,16.557823181152347,0.0
-44.810455322265625,-9.556517601013184,0.0
-51.02195358276367,-5.1408233642578125,0.0
-34.833145141601555,0.31566303968429565,0.0
-51.91085815429688,2.2257683277130127,0.0
-37.769187927246094,-1.4637508392333984,0.0
-35.66405868530273,6.889975070953369,0.0
-33.09450912475586,3.796765565872192,0.0
-47.92213439941406,8.37395191192627,0.0
-52.60539245605469,4.880769729614258,0.0
-36.42554473876953,15.380728721618652,0.0
-39.76431274414063,3.3499701023101807,0.0
-52.98125076293945,-0.661353349685669,0.0
-40.63467025756836,13.538422584533693,0.0
-40.0800895690918,12.65839385986328,0.0
-52.05812454223633,11.6000337600708,0.0
-46.65502166748047,-2.5746939182281494,0.0
-35.164047241210945,16.246957778930664,0.0
-41.24486541748047,-3.407188892364502,0.0
-36.70981979370117,0.9089215993881226,0.0
-46.7477035522461,-1.5598918199539185,0.0
-40.58895492553711,5.573289394378662,0.0
